"Story","Title","Result","Date","Stability","Duration (s)"
"Register Admin","As an admin I can not register with empty phone","SUCCESS","2023-12-20T23:18:46.3281205+07:00[Asia/Jakarta]","0.0","0.21"
"Register Admin","As an admin I can not register with empty password","SUCCESS","2023-12-20T23:18:46.5547218+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with integer password","SUCCESS","2023-12-20T23:18:46.7637911+07:00[Asia/Jakarta]","0.0","0.15"
"Register Admin","As an admin I can not register with registered email","SUCCESS","2023-12-20T23:18:46.9293432+07:00[Asia/Jakarta]","0.0","0.15"
"Register Admin","As an admin I can not register with registered username","SUCCESS","2023-12-20T23:18:47.1014226+07:00[Asia/Jakarta]","0.0","0.15"
"Register Admin","As an admin I can not register with get request","SUCCESS","2023-12-20T23:18:47.2630052+07:00[Asia/Jakarta]","0.0","0.11"
"Register Admin","As an admin I can not register with put request","SUCCESS","2023-12-20T23:18:47.3965288+07:00[Asia/Jakarta]","0.0","0.15"
"Register Admin","As an admin I can not register with delete request","SUCCESS","2023-12-20T23:18:47.5786035+07:00[Asia/Jakarta]","0.0","0.12"
"Reset Password Admin","As an admin I can not reset password with empty new password","SUCCESS","2023-12-20T23:18:48.2178194+07:00[Asia/Jakarta]","0.0","0.21"
"Reset Password Admin","As an admin I can not reset password with empty confirm password","SUCCESS","2023-12-20T23:18:48.53638+07:00[Asia/Jakarta]","0.0","0.23"
"Reset Password Admin","As an admin I can not reset password with empty invalid password","SUCCESS","2023-12-20T23:18:48.7899513+07:00[Asia/Jakarta]","0.0","0.32"
"Reset Password Admin","As an admin I can not reset password without login","SUCCESS","2023-12-20T23:18:49.127536+07:00[Asia/Jakarta]","0.0","0.14"
"Search Admin By Id","As an admin I can not search admin by id with invalid endpoint","SUCCESS","2023-12-20T23:18:49.4976681+07:00[Asia/Jakarta]","0.0","0.14"
"Search Admin By Id","As an admin I can not search admin by id without login","SUCCESS","2023-12-20T23:18:49.6631554+07:00[Asia/Jakarta]","0.0","0.15"
"Search Admin By Id","As an admin I can not search admin with query params id&name","SUCCESS","2023-12-20T23:18:49.8262234+07:00[Asia/Jakarta]","0.0","0.13"
"Search Admin By Name","As an admin I can not search admin by name with invalid endpoint","SUCCESS","2023-12-20T23:18:50.2233794+07:00[Asia/Jakarta]","0.0","0.14"
"Search Admin By Name","As an admin I can not search admin by name without login","SUCCESS","2023-12-20T23:18:50.3844471+07:00[Asia/Jakarta]","0.0","0.11"
"Update Admin","As an admin I can not update admin with invalid endpoint","SUCCESS","2023-12-20T23:18:50.8356191+07:00[Asia/Jakarta]","0.0","0.1"
"Update Admin","As an admin I can not update admin with invalid id","SUCCESS","2023-12-20T23:18:50.9511499+07:00[Asia/Jakarta]","0.0","0.12"
"Update Admin","As an admin I can not update admin with username of more than 16 characters","SUCCESS","2023-12-20T23:18:51.0972207+07:00[Asia/Jakarta]","0.0","0.12"
"Update Admin","As an admin I can not update admin with registered email","FAILURE","2023-12-20T23:18:52.5998053+07:00[Asia/Jakarta]","0.0","0.29"
"Update Admin","As an admin I can not update admin with registered username","FAILURE","2023-12-20T23:18:53.1004751+07:00[Asia/Jakarta]","0.0","0.25"
"Update Admin","As an admin I can not update admin with post request","SUCCESS","2023-12-20T23:18:53.3850759+07:00[Asia/Jakarta]","0.0","0.11"
"Complaint Solved Statistic","As an admin I can not get complaint solved statistic with invalid endpoint","ERROR","2023-12-20T23:18:53.6841593+07:00[Asia/Jakarta]","0.0","0.13"
"Complaint Solved Statistic","As an admin I can not get complaint solved statistic without token","SUCCESS","2023-12-20T23:18:53.8417784+07:00[Asia/Jakarta]","0.0","0.14"
"Complaint Statistic","As an admin I can not get complaint statistic with invalid endpoint","FAILURE","2023-12-20T23:18:54.1574087+07:00[Asia/Jakarta]","0.0","0.16"
"Complaint Statistic","As an admin I can not get complaint statistic without token","SUCCESS","2023-12-20T23:18:54.3404864+07:00[Asia/Jakarta]","0.0","0.1"
"User Statistic","As an admin I can not get user statistic with invalid endpoint","SUCCESS","2023-12-20T23:18:54.6451308+07:00[Asia/Jakarta]","0.0","0.11"
"User Statistic","As an admin I can not get user statistic without token","SUCCESS","2023-12-20T23:18:54.7746765+07:00[Asia/Jakarta]","0.0","0.1"
"Notification","As an admin I can not get notif with invalid endpoint","SUCCESS","2023-12-20T23:18:54.8887419+07:00[Asia/Jakarta]","0.0","0.1"
"Notification","As an admin I can not get notif without token","SUCCESS","2023-12-20T23:18:55.0122829+07:00[Asia/Jakarta]","0.0","0.09"
"OTP Admin","As an admin I can not send otp with invalid endpoint","SUCCESS","2023-12-20T23:18:58.0642107+07:00[Asia/Jakarta]","0.0","0.09"
"OTP","As a user I can not send otp with invalid endpoint","SUCCESS","2023-12-20T23:19:01.2582733+07:00[Asia/Jakarta]","0.0","0.09"
"Get All User","As a user I can not get all user with invalid endpoint","SUCCESS","2023-12-20T23:19:01.6074009+07:00[Asia/Jakarta]","0.0","0.12"
"Get All User","As a user I can not get all user with post request","SUCCESS","2023-12-20T23:19:01.7449289+07:00[Asia/Jakarta]","0.0","0.1"
"Get All User","As a user I can not get all user with put request","SUCCESS","2023-12-20T23:19:01.8614883+07:00[Asia/Jakarta]","0.0","0.1"
"User Login","As a user I can not login with unregistered username","SUCCESS","2023-12-20T23:19:02.1848993+07:00[Asia/Jakarta]","0.0","0.09"
"User Login","As a user I can not login with integer password","SUCCESS","2023-12-20T23:19:02.2854368+07:00[Asia/Jakarta]","0.0","0.08"
"User Login","As a user I can not login with empty username","SUCCESS","2023-12-20T23:19:02.3769581+07:00[Asia/Jakarta]","0.0","0.08"
"User Login","As a user I can not login with empty password","SUCCESS","2023-12-20T23:19:02.4704822+07:00[Asia/Jakarta]","0.0","0.09"
"User Login","As a user I can not login with get request","SUCCESS","2023-12-20T23:19:02.5700106+07:00[Asia/Jakarta]","0.0","0.09"
"User Login","As a user I can not login with put request","SUCCESS","2023-12-20T23:19:02.6675581+07:00[Asia/Jakarta]","0.0","0.09"
"Get All Category","As a user I can not get all category with invalid endpoint","SUCCESS","2023-12-20T23:19:02.9891386+07:00[Asia/Jakarta]","0.0","0.1"
"Get All Category","As a user I can not get all category without token","FAILURE","2023-12-20T23:19:03.1091961+07:00[Asia/Jakarta]","0.0","0.15"
"Get Complaint By Id","As a user I can not get category by id with invalid endpoint","SUCCESS","2023-12-20T23:19:03.4158001+07:00[Asia/Jakarta]","0.0","0.09"
"Get Complaint By Id","As a user I can not get category by id without token","FAILURE","2023-12-20T23:19:03.5203206+07:00[Asia/Jakarta]","0.0","0.12"
"Create Room","As a user I can not create room chat with invalid endpoint","SUCCESS","2023-12-20T23:19:03.8879151+07:00[Asia/Jakarta]","0.0","0.09"
"Create Room","As a user I can not create room chat without token","SUCCESS","2023-12-20T23:19:03.9914514+07:00[Asia/Jakarta]","0.0","0.11"
"Get Chat By Room Id","As a user I can not get chat by room id with invalid endpoint","SUCCESS","2023-12-20T23:19:04.2770305+07:00[Asia/Jakarta]","0.0","0.09"
"Get Chat By Room Id","As a user I can not get chat by room id without token","SUCCESS","2023-12-20T23:19:04.3785704+07:00[Asia/Jakarta]","0.0","0.12"
"Create Complaint","As a user I can not create complaint with invalid endpoint","SUCCESS","2023-12-20T23:19:07.0239009+07:00[Asia/Jakarta]","0.0","0.17"
"Create Complaint","As a user I can not create complaint without attachment","SUCCESS","2023-12-20T23:19:13.6064864+07:00[Asia/Jakarta]","0.0","0.11"
"Create Complaint","As a user I can not create complaint without login","SUCCESS","2023-12-20T23:19:13.7270137+07:00[Asia/Jakarta]","0.0","0.3"
"Get All Complaint","As a user I can not get all complaint with invalid endpoint","SUCCESS","2023-12-20T23:19:14.579247+07:00[Asia/Jakarta]","0.0","0.11"
"Get Complaint By Id","As a user I can not get complaint by id with invalid endpoint","SUCCESS","2023-12-20T23:19:14.8578414+07:00[Asia/Jakarta]","0.0","0.09"
"Get Complaint By Status","As a user I can not get complaint by status with invalid endpoint","SUCCESS","2023-12-20T23:19:15.1884585+07:00[Asia/Jakarta]","0.0","0.08"
"FAQ","As a user I can not get all faq with invalid endpoint","SUCCESS","2023-12-20T23:19:15.4080551+07:00[Asia/Jakarta]","0.0","0.08"
"FAQ","As a user I can not get all faq without token","FAILURE","2023-12-20T23:19:15.4970691+07:00[Asia/Jakarta]","0.0","0.1"
