"Story","Title","Result","Date","Stability","Duration (s)"
"Search Admin By Id","As an admin I can not search admin by name with invalid endpoint","SUCCESS","2023-12-18T02:56:02.3155694+07:00[Asia/Jakarta]","0.0","0.75"
"Search Admin By Id","As an admin I can not search admin by name without login","SUCCESS","2023-12-18T02:56:04.1359551+07:00[Asia/Jakarta]","0.0","0.24"
"Search Admin By Id","As an admin I can not search admin with query params id&name","FAILURE","2023-12-18T02:56:04.4029187+07:00[Asia/Jakarta]","0.0","0.52"
"Search Admin By Name","As an admin I can search admin by name with valid credentials","FAILURE","2023-12-18T02:56:05.4699268+07:00[Asia/Jakarta]","0.0","0.27"
"Search Admin By Name","As an admin I can not search admin by name with invalid endpoint","FAILURE","2023-12-18T02:56:05.7993337+07:00[Asia/Jakarta]","0.0","0.39"
"Search Admin By Name","As an admin I can not search admin by name without login","SUCCESS","2023-12-18T02:56:06.2699386+07:00[Asia/Jakarta]","0.0","0.22"
"Update Admin","As an admin I can update admin with valid credentials","SUCCESS","2023-12-18T02:56:06.5369085+07:00[Asia/Jakarta]","0.0","0.66"
"Update Admin","As an admin I can not update admin with invalid endpoint","SUCCESS","2023-12-18T02:56:07.243221+07:00[Asia/Jakarta]","0.0","0.19"
"Update Admin","As an admin I can not update admin with invalid id","SUCCESS","2023-12-18T02:56:07.4628949+07:00[Asia/Jakarta]","0.0","0.19"
"Update Admin","As an admin I can not update admin with username of more than 16 characters","SUCCESS","2023-12-18T02:56:07.6820386+07:00[Asia/Jakarta]","0.0","0.13"
"Update Admin","As an admin I can not update admin with empty name","SUCCESS","2023-12-18T02:56:07.8235698+07:00[Asia/Jakarta]","0.0","0.55"
"Update Admin","As an admin I can not update admin with empty username","SUCCESS","2023-12-18T02:56:08.5299002+07:00[Asia/Jakarta]","0.0","0.44"
"Update Admin","As an admin I can not update admin with empty email","SUCCESS","2023-12-18T02:56:09.0321439+07:00[Asia/Jakarta]","0.0","0.46"
"Update Admin","As an admin I can not register with empty phone","SUCCESS","2023-12-18T02:56:09.5028371+07:00[Asia/Jakarta]","0.0","0.35"
"Update Admin","As an admin I can not update admin with empty password","SUCCESS","2023-12-18T02:56:09.8640675+07:00[Asia/Jakarta]","0.0","0.44"
"Update Admin","As an admin I can not update admin with integer password","SUCCESS","2023-12-18T02:56:10.3194179+07:00[Asia/Jakarta]","0.0","0.19"
"Update Admin","As an admin I can not update admin with registered email","FAILURE","2023-12-18T02:56:10.5414658+07:00[Asia/Jakarta]","0.0","0.33"
"Update Admin","As an admin I can not update admin with registered username","FAILURE","2023-12-18T02:56:10.9202525+07:00[Asia/Jakarta]","0.0","0.27"
"Update Admin","As an admin I can not update admin with post request","SUCCESS","2023-12-18T02:56:11.2185033+07:00[Asia/Jakarta]","0.0","0.47"
"Complaint Solved Statistic","As an admin I can get complaint solved statistic with valid credentials","ERROR","2023-12-18T02:56:11.7252865+07:00[Asia/Jakarta]","0.0","0.27"
"Complaint Solved Statistic","As an admin I can not get complaint solved statistic with invalid endpoint","ERROR","2023-12-18T02:56:12.0069639+07:00[Asia/Jakarta]","0.0","0.14"
"Complaint Solved Statistic","As an admin I can not get complaint solved statistic without token","SUCCESS","2023-12-18T02:56:12.1641186+07:00[Asia/Jakarta]","0.0","0.15"
"Complaint Statistic","As an admin I can get complaint statistic with valid credentials","FAILURE","2023-12-18T02:56:12.3368886+07:00[Asia/Jakarta]","0.0","0.15"
"Complaint Statistic","As an admin I can not get complaint statistic with invalid endpoint","FAILURE","2023-12-18T02:56:12.5311178+07:00[Asia/Jakarta]","0.0","0.23"
"Complaint Statistic","As an admin I can not get complaint statistic without token","SUCCESS","2023-12-18T02:56:12.779438+07:00[Asia/Jakarta]","0.0","0.09"
"User Statistic","As an admin I can get user statistic with valid credentials","SUCCESS","2023-12-18T02:56:12.8892471+07:00[Asia/Jakarta]","0.0","0.22"
"User Statistic","As an admin I can not get user statistic with invalid endpoint","SUCCESS","2023-12-18T02:56:13.1248903+07:00[Asia/Jakarta]","0.0","0.2"
"User Statistic","As an admin I can not get user statistic without token","SUCCESS","2023-12-18T02:56:13.3445798+07:00[Asia/Jakarta]","0.0","0.16"
"Notification","As an admin I can not get notif with invalid endpoint","SUCCESS","2023-12-18T02:56:13.5480969+07:00[Asia/Jakarta]","0.0","0.14"
"Notification","As an admin I can not get notif without token","SUCCESS","2023-12-18T02:56:13.704819+07:00[Asia/Jakarta]","0.0","0.13"
"OTP Admin","As an admin I can send otp with valid credentials","FAILURE","2023-12-18T02:56:13.8619484+07:00[Asia/Jakarta]","0.0","0.14"
"OTP Admin","As an admin I can not send otp with invalid endpoint","SUCCESS","2023-12-18T02:56:14.0347217+07:00[Asia/Jakarta]","0.0","0.14"
"OTP Admin","As an admin I can not send otp without token","SUCCESS","2023-12-18T02:56:14.1914347+07:00[Asia/Jakarta]","0.0","0.11"
