"Story","Title","Result","Date","Stability","Duration (s)"
"Register Admin","As an admin I can not register with empty username","SUCCESS","2023-12-21T10:46:36.6609076+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with empty email","SUCCESS","2023-12-21T10:46:36.8739227+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with empty phone","SUCCESS","2023-12-21T10:46:37.0829393+07:00[Asia/Jakarta]","0.0","0.2"
"Register Admin","As an admin I can not register with empty password","SUCCESS","2023-12-21T10:46:37.3199537+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with integer password","SUCCESS","2023-12-21T10:46:37.5379691+07:00[Asia/Jakarta]","0.0","0.18"
"Register Admin","As an admin I can not register with registered email","SUCCESS","2023-12-21T10:46:37.7659857+07:00[Asia/Jakarta]","0.0","0.19"
"Register Admin","As an admin I can not register with registered username","SUCCESS","2023-12-21T10:46:37.9790026+07:00[Asia/Jakarta]","0.0","0.22"
"Register Admin","As an admin I can not register with get request","SUCCESS","2023-12-21T10:46:38.2160232+07:00[Asia/Jakarta]","0.0","0.13"
"Register Admin","As an admin I can not register with put request","SUCCESS","2023-12-21T10:46:38.3780333+07:00[Asia/Jakarta]","0.0","0.12"
"Register Admin","As an admin I can not register with delete request","SUCCESS","2023-12-21T10:46:38.5250433+07:00[Asia/Jakarta]","0.0","0.12"
"Reset Password Admin","As an admin I can reset password with valid credentials","SUCCESS","2023-12-21T10:46:38.6760531+07:00[Asia/Jakarta]","0.0","0.29"
"Reset Password Admin","As an admin I can not reset password with empty new password","SUCCESS","2023-12-21T10:46:38.9830774+07:00[Asia/Jakarta]","0.0","0.11"
"Reset Password Admin","As an admin I can not reset password with empty confirm password","SUCCESS","2023-12-21T10:46:39.1260984+07:00[Asia/Jakarta]","0.0","0.11"
"Reset Password Admin","As an admin I can not reset password with empty invalid password","SUCCESS","2023-12-21T10:46:39.2520967+07:00[Asia/Jakarta]","0.0","0.11"
"Reset Password Admin","As an admin I can not reset password without login","SUCCESS","2023-12-21T10:46:39.3821067+07:00[Asia/Jakarta]","0.0","0.11"
"Search Admin By Id","As an admin I can search admin by id with valid credentials","SUCCESS","2023-12-21T10:46:39.5231173+07:00[Asia/Jakarta]","0.0","0.15"
"Search Admin By Id","As an admin I can not search admin by id with invalid endpoint","SUCCESS","2023-12-21T10:46:39.6881281+07:00[Asia/Jakarta]","0.0","0.1"
"Search Admin By Id","As an admin I can not search admin by id without login","SUCCESS","2023-12-21T10:46:39.8091375+07:00[Asia/Jakarta]","0.0","0.09"
"Search Admin By Id","As an admin I can not search admin with query params id&name","SUCCESS","2023-12-21T10:46:39.9151441+07:00[Asia/Jakarta]","0.0","0.08"
"Search Admin By Name","As an admin I can search admin by name with valid credentials","SUCCESS","2023-12-21T10:46:40.0251539+07:00[Asia/Jakarta]","0.0","0.12"
"Search Admin By Name","As an admin I can not search admin by name with invalid endpoint","SUCCESS","2023-12-21T10:46:40.1591651+07:00[Asia/Jakarta]","0.0","0.11"
"Search Admin By Name","As an admin I can not search admin by name without login","SUCCESS","2023-12-21T10:46:40.2891709+07:00[Asia/Jakarta]","0.0","0.11"
"Update Admin","As an admin I can update admin with valid credentials","SUCCESS","2023-12-21T10:46:40.425185+07:00[Asia/Jakarta]","0.0","0.27"
"Update Admin","As an admin I can not update admin with invalid endpoint","SUCCESS","2023-12-21T10:46:40.7092057+07:00[Asia/Jakarta]","0.0","0.08"
"Update Admin","As an admin I can not update admin with invalid id","SUCCESS","2023-12-21T10:46:40.8052083+07:00[Asia/Jakarta]","0.0","0.08"
"Update Admin","As an admin I can not update admin with username of more than 16 characters","SUCCESS","2023-12-21T10:46:40.8962195+07:00[Asia/Jakarta]","0.0","0.09"
"Update Admin","As an admin I can not update admin with empty name","SUCCESS","2023-12-21T10:46:41.0032256+07:00[Asia/Jakarta]","0.0","0.33"
"Update Admin","As an admin I can not update admin with empty username","SUCCESS","2023-12-21T10:46:41.3522481+07:00[Asia/Jakarta]","0.0","0.27"
"Update Admin","As an admin I can not update admin with empty email","SUCCESS","2023-12-21T10:46:41.6372705+07:00[Asia/Jakarta]","0.0","0.29"
"Update Admin","As an admin I can not register with empty phone","SUCCESS","2023-12-21T10:46:41.9542942+07:00[Asia/Jakarta]","0.0","0.29"
"Update Admin","As an admin I can not update admin with empty password","SUCCESS","2023-12-21T10:46:42.2573171+07:00[Asia/Jakarta]","0.0","0.28"
"Update Admin","As an admin I can not update admin with integer password","SUCCESS","2023-12-21T10:46:42.5481289+07:00[Asia/Jakarta]","0.0","0.1"
"Update Admin","As an admin I can not update admin with post request","SUCCESS","2023-12-21T10:46:43.8702254+07:00[Asia/Jakarta]","0.0","0.11"
