"Story","Title","Result","Date","Stability","Duration (s)"
"Search Admin By Id","As an admin I can not search admin by name with invalid endpoint","SUCCESS","2023-12-18T02:56:02.3155694+07:00[Asia/Jakarta]","0.0","0.75"
"Search Admin By Id","As an admin I can not search admin by name without login","SUCCESS","2023-12-18T02:56:04.1359551+07:00[Asia/Jakarta]","0.0","0.24"
"Search Admin By Id","As an admin I can not search admin with query params id&name","FAILURE","2023-12-18T02:56:04.4029187+07:00[Asia/Jakarta]","0.0","0.52"
"Search Admin By Name","As an admin I can search admin by name with valid credentials","FAILURE","2023-12-18T02:56:05.4699268+07:00[Asia/Jakarta]","0.0","0.27"
"Search Admin By Name","As an admin I can not search admin by name with invalid endpoint","FAILURE","2023-12-18T02:56:05.7993337+07:00[Asia/Jakarta]","0.0","0.39"
"Search Admin By Name","As an admin I can not search admin by name without login","SUCCESS","2023-12-18T02:56:06.2699386+07:00[Asia/Jakarta]","0.0","0.22"
"Update Admin","As an admin I can update admin with valid credentials","SUCCESS","2023-12-18T02:56:06.5369085+07:00[Asia/Jakarta]","0.0","0.66"
"Update Admin","As an admin I can not update admin with invalid endpoint","SUCCESS","2023-12-18T02:56:07.243221+07:00[Asia/Jakarta]","0.0","0.19"
"Update Admin","As an admin I can not update admin with invalid id","SUCCESS","2023-12-18T02:56:07.4628949+07:00[Asia/Jakarta]","0.0","0.19"
"Update Admin","As an admin I can not update admin with username of more than 16 characters","SUCCESS","2023-12-18T02:56:07.6820386+07:00[Asia/Jakarta]","0.0","0.13"
"Update Admin","As an admin I can not update admin with empty name","SUCCESS","2023-12-18T02:56:07.8235698+07:00[Asia/Jakarta]","0.0","0.55"
"Update Admin","As an admin I can not update admin with empty username","SUCCESS","2023-12-18T02:56:08.5299002+07:00[Asia/Jakarta]","0.0","0.44"
"Update Admin","As an admin I can not update admin with empty email","SUCCESS","2023-12-18T02:56:09.0321439+07:00[Asia/Jakarta]","0.0","0.46"
"Update Admin","As an admin I can not register with empty phone","SUCCESS","2023-12-18T02:56:09.5028371+07:00[Asia/Jakarta]","0.0","0.35"
"Update Admin","As an admin I can not update admin with empty password","SUCCESS","2023-12-18T02:56:09.8640675+07:00[Asia/Jakarta]","0.0","0.44"
"Update Admin","As an admin I can not update admin with integer password","SUCCESS","2023-12-18T02:56:10.3194179+07:00[Asia/Jakarta]","0.0","0.19"
"Update Admin","As an admin I can not update admin with registered email","FAILURE","2023-12-18T02:56:10.5414658+07:00[Asia/Jakarta]","0.0","0.33"
"Update Admin","As an admin I can not update admin with registered username","FAILURE","2023-12-18T02:56:10.9202525+07:00[Asia/Jakarta]","0.0","0.27"
"Update Admin","As an admin I can not update admin with post request","SUCCESS","2023-12-18T02:56:11.2185033+07:00[Asia/Jakarta]","0.0","0.47"
"Complaint Solved Statistic","As an admin I can get complaint solved statistic with valid credentials","ERROR","2023-12-18T02:56:11.7252865+07:00[Asia/Jakarta]","0.0","0.27"
"Complaint Solved Statistic","As an admin I can not get complaint solved statistic with invalid endpoint","ERROR","2023-12-18T02:56:12.0069639+07:00[Asia/Jakarta]","0.0","0.14"
"Complaint Solved Statistic","As an admin I can not get complaint solved statistic without token","SUCCESS","2023-12-18T02:56:12.1641186+07:00[Asia/Jakarta]","0.0","0.15"
"Complaint Statistic","As an admin I can get complaint statistic with valid credentials","FAILURE","2023-12-18T02:56:12.3368886+07:00[Asia/Jakarta]","0.0","0.15"
"Complaint Statistic","As an admin I can not get complaint statistic with invalid endpoint","FAILURE","2023-12-18T02:56:12.5311178+07:00[Asia/Jakarta]","0.0","0.23"
"Complaint Statistic","As an admin I can not get complaint statistic without token","SUCCESS","2023-12-18T02:56:12.779438+07:00[Asia/Jakarta]","0.0","0.09"
"User Statistic","As an admin I can get user statistic with valid credentials","SUCCESS","2023-12-18T02:56:12.8892471+07:00[Asia/Jakarta]","0.0","0.22"
"User Statistic","As an admin I can not get user statistic with invalid endpoint","SUCCESS","2023-12-18T02:56:13.1248903+07:00[Asia/Jakarta]","0.0","0.2"
"User Statistic","As an admin I can not get user statistic without token","SUCCESS","2023-12-18T02:56:13.3445798+07:00[Asia/Jakarta]","0.0","0.16"
"Notification","As an admin I can not get notif with invalid endpoint","SUCCESS","2023-12-18T02:56:13.5480969+07:00[Asia/Jakarta]","0.0","0.14"
"Notification","As an admin I can not get notif without token","SUCCESS","2023-12-18T02:56:13.704819+07:00[Asia/Jakarta]","0.0","0.13"
"OTP Admin","As an admin I can send otp with valid credentials","FAILURE","2023-12-18T02:56:13.8619484+07:00[Asia/Jakarta]","0.0","0.14"
"OTP Admin","As an admin I can not send otp with invalid endpoint","SUCCESS","2023-12-18T02:56:14.0347217+07:00[Asia/Jakarta]","0.0","0.14"
"OTP Admin","As an admin I can not send otp without token","SUCCESS","2023-12-18T02:56:14.1914347+07:00[Asia/Jakarta]","0.0","0.11"
"OTP","As a user I can send otp with valid credentials","FAILURE","2023-12-18T02:56:14.3329082+07:00[Asia/Jakarta]","0.0","0.16"
"OTP","As a user I can not send otp with invalid endpoint","SUCCESS","2023-12-18T02:56:14.5212772+07:00[Asia/Jakarta]","0.0","0.11"
"OTP","As a user I can not send otp without token","SUCCESS","2023-12-18T02:56:14.6467496+07:00[Asia/Jakarta]","0.0","0.09"
"Get All User","As a user I can get all user with valid credentials","SUCCESS","2023-12-18T02:56:14.7722111+07:00[Asia/Jakarta]","0.0","0.42"
"Get All User","As a user I can not get all user with invalid endpoint","SUCCESS","2023-12-18T02:56:15.2204598+07:00[Asia/Jakarta]","0.0","0.12"
"Get All User","As a user I can not get all user with post request","SUCCESS","2023-12-18T02:56:15.3534823+07:00[Asia/Jakarta]","0.0","0.14"
"Get All User","As a user I can not get all user with put request","SUCCESS","2023-12-18T02:56:15.5212257+07:00[Asia/Jakarta]","0.0","0.15"
"User Login","As a user I can login with valid credentials","SUCCESS","2023-12-18T02:56:15.6829783+07:00[Asia/Jakarta]","0.0","0.39"
"User Login","As a user I can not login with unregistered username","SUCCESS","2023-12-18T02:56:16.1384027+07:00[Asia/Jakarta]","0.0","0.17"
"User Login","As a user I can not login with integer password","SUCCESS","2023-12-18T02:56:16.3232842+07:00[Asia/Jakarta]","0.0","0.1"
"User Login","As a user I can not login with empty username","SUCCESS","2023-12-18T02:56:16.4366133+07:00[Asia/Jakarta]","0.0","0.1"
"User Login","As a user I can not login with empty password","SUCCESS","2023-12-18T02:56:16.555278+07:00[Asia/Jakarta]","0.0","0.09"
"User Login","As a user I can not login with get request","SUCCESS","2023-12-18T02:56:16.6650974+07:00[Asia/Jakarta]","0.0","0.09"
"User Login","As a user I can not login with put request","SUCCESS","2023-12-18T02:56:16.7592656+07:00[Asia/Jakarta]","0.0","0.11"
"Get All Category","As a user I can get all category with valid credentials","SUCCESS","2023-12-18T02:56:16.9003381+07:00[Asia/Jakarta]","0.0","0.47"
"Get All Category","As a user I can not get all category with invalid endpoint","SUCCESS","2023-12-18T02:56:17.4343014+07:00[Asia/Jakarta]","0.0","0.16"
"Get All Category","As a user I can not get all category without token","FAILURE","2023-12-18T02:56:17.6066571+07:00[Asia/Jakarta]","0.0","0.36"
"Get Complaint By Id","As a user I can get category by id with valid credentials","SUCCESS","2023-12-18T02:56:18.0771405+07:00[Asia/Jakarta]","0.0","0.31"
"Get Complaint By Id","As a user I can not get category by id with invalid endpoint","SUCCESS","2023-12-18T02:56:18.4066005+07:00[Asia/Jakarta]","0.0","0.2"
"Get Complaint By Id","As a user I can not get category by id without token","FAILURE","2023-12-18T02:56:18.6283074+07:00[Asia/Jakarta]","0.0","0.2"
"Create Room","As a user I can create room chat with valid credentials","FAILURE","2023-12-18T02:56:19.129609+07:00[Asia/Jakarta]","0.0","0.24"
"Create Room","As a user I can not create room chat with invalid endpoint","SUCCESS","2023-12-18T02:56:19.3803848+07:00[Asia/Jakarta]","0.0","0.14"
"Create Room","As a user I can not create room chat without token","SUCCESS","2023-12-18T02:56:19.5375529+07:00[Asia/Jakarta]","0.0","0.14"
"Get Chat By Room Id","As a user I can get chat by room id with valid credentials","ERROR","2023-12-18T02:56:19.7415901+07:00[Asia/Jakarta]","0.0","0.3"
"Get Chat By Room Id","As a user I can not get chat by room id with invalid endpoint","ERROR","2023-12-18T02:56:20.0867984+07:00[Asia/Jakarta]","0.0","0.16"
"Get Chat By Room Id","As a user I can not get chat by room id without token","SUCCESS","2023-12-18T02:56:20.2752235+07:00[Asia/Jakarta]","0.0","0.14"
"Create Complaint","As a user I can not create complaint with invalid endpoint","SUCCESS","2023-12-18T02:56:22.90874+07:00[Asia/Jakarta]","0.0","0.33"
"Create Complaint","As a user I can not create complaint without attachment","SUCCESS","2023-12-18T02:56:27.6497607+07:00[Asia/Jakarta]","0.0","0.22"
"Create Complaint","As a user I can not create complaint without login","SUCCESS","2023-12-18T02:56:27.883438+07:00[Asia/Jakarta]","0.0","0.42"
"Get All Complaint","As a user I can get all complaint with valid credentials","SUCCESS","2023-12-18T02:56:28.3544852+07:00[Asia/Jakarta]","0.0","0.5"
"Get All Complaint","As a user I can not get all complaint with invalid endpoint","SUCCESS","2023-12-18T02:56:28.8719261+07:00[Asia/Jakarta]","0.0","0.13"
"Get Complaint By Id","As a user I can get complaint by id with valid credentials","SUCCESS","2023-12-18T02:56:29.0130012+07:00[Asia/Jakarta]","0.0","0.14"
"Get Complaint By Id","As a user I can not get complaint by id with invalid endpoint","SUCCESS","2023-12-18T02:56:29.1545204+07:00[Asia/Jakarta]","0.0","0.09"
"Get Complaint By Status","As a user I can get solved complaint with valid credentials","SUCCESS","2023-12-18T02:56:29.2533635+07:00[Asia/Jakarta]","0.0","0.17"
"Get Complaint By Status","As a user I can not get complaint by status with invalid endpoint","SUCCESS","2023-12-18T02:56:29.4377631+07:00[Asia/Jakarta]","0.0","0.13"
"FAQ","As a user I can get all faq with valid credentials","SUCCESS","2023-12-18T02:56:29.6105411+07:00[Asia/Jakarta]","0.0","0.27"
"FAQ","As a user I can not get all faq with invalid endpoint","SUCCESS","2023-12-18T02:56:29.9400651+07:00[Asia/Jakarta]","0.0","0.3"
"FAQ","As a user I can not get all faq without token","FAILURE","2023-12-18T02:56:30.2700115+07:00[Asia/Jakarta]","0.0","0.41"
